,0,1
698,"[0, 2, 0, 1]",0.0
699,"[4, 1, 2, 1]",1.0
700,"[8, 2, 3, 1]",1.0
701,"[1, 0, 0, 2]",0.0
702,"[1, 0, 1, 5]",0.0
703,"[5, 0, 2, 1]",1.0
704,"[0, 1, 0, 1]",0.0
705,"[2, 2, 3, 1]",1.0
706,"[2, 2, 3, 1]",1.0
707,"[2, 1, 4, 1]",1.0
708,"[4, 1, 1, 1]",0.0
709,"[6, 2, 2, 1]",1.0
710,"[2, 0, 2, 1]",0.0
711,"[1, 1, 1, 2]",0.0
712,"[5, 1, 2, 1]",1.0
713,"[2, 0, 0, 4]",0.0
714,"[7, 0, 3, 1]",1.0
715,"[0, 0, 0, 0]",0.0
716,"[0, 1, 0, 1]",0.0
717,"[6, 1, 3, 1]",1.0
718,"[4, 0, 1, 1]",0.0
719,"[6, 2, 2, 1]",1.0
720,"[7, 0, 1, 3]",0.0
721,"[5, 1, 3, 1]",1.0
722,"[2, 0, 0, 1]",0.0
723,"[3, 1, 3, 1]",1.0
724,"[4, 1, 3, 1]",1.0
725,"[5, 0, 0, 2]",0.0
726,"[1, 0, 1, 1]",0.0
727,"[5, 1, 2, 1]",1.0
728,"[3, 1, 4, 2]",0.0
729,"[2, 1, 2, 1]",1.0
730,"[1, 1, 0, 1]",0.0
731,"[4, 4, 2, 1]",1.0
732,"[1, 0, 0, 6]",0.0
733,"[2, 3, 4, 2]",0.0
734,"[0, 3, 0, 1]",0.0
735,"[0, 0, 0, 0]",0.0
736,"[0, 0, 0, 0]",0.0
737,"[4, 2, 4, 1]",1.0
738,"[2, 2, 2, 5]",0.0
739,"[6, 3, 3, 1]",1.0
740,"[0, 0, 0, 0]",0.0
741,"[1, 3, 3, 1]",1.0
742,"[6, 0, 4, 2]",0.0
743,"[0, 0, 0, 0]",0.0
744,"[2, 1, 0, 1]",0.0
745,"[3, 2, 0, 1]",0.0
746,"[1, 1, 0, 1]",0.0
747,"[0, 0, 0, 0]",0.0
748,"[0, 0, 0, 0]",0.0
749,"[0, 0, 0, 0]",0.0
750,"[2, 1, 0, 3]",0.0
751,"[2, 1, 0, 1]",0.0
752,"[2, 0, 2, 1]",0.0
753,"[2, 0, 2, 1]",0.0
754,"[2, 0, 2, 1]",0.0
755,"[3, 4, 4, 3]",0.0
756,"[4, 0, 3, 1]",0.0
757,"[1, 1, 3, 1]",0.0
758,"[2, 2, 2, 1]",1.0
759,"[6, 1, 1, 2]",0.0
760,"[4, 0, 1, 3]",0.0
761,"[2, 0, 1, 3]",0.0
762,"[6, 1, 5, 2]",0.0
763,"[0, 0, 0, 0]",0.0
764,"[2, 0, 2, 1]",1.0
765,"[1, 1, 0, 1]",0.0
766,"[0, 0, 0, 0]",0.0
767,"[4, 3, 5, 2]",1.0
768,"[5, 1, 3, 3]",0.0
769,"[2, 3, 2, 1]",1.0
770,"[3, 1, 1, 7]",0.0
771,"[2, 0, 3, 1]",1.0
772,"[2, 3, 2, 1]",1.0
773,"[1, 2, 2, 1]",1.0
774,"[4, 1, 0, 6]",0.0
775,"[2, 1, 1, 1]",0.0
776,"[3, 1, 2, 1]",1.0
777,"[3, 1, 0, 3]",0.0
778,"[4, 1, 1, 1]",0.0
779,"[4, 3, 2, 1]",1.0
780,"[5, 1, 2, 14]",0.0
781,"[0, 2, 2, 3]",0.0
782,"[2, 2, 2, 1]",1.0
783,"[1, 3, 2, 1]",1.0
784,"[0, 0, 0, 0]",0.0
785,"[3, 3, 3, 1]",1.0
786,"[3, 2, 2, 1]",1.0
787,"[1, 3, 1, 1]",1.0
788,"[0, 0, 4, 5]",0.0
789,"[0, 0, 0, 0]",0.0
790,"[4, 3, 3, 1]",1.0
791,"[2, 3, 3, 1]",1.0
792,"[4, 2, 3, 2]",0.0
793,"[4, 1, 0, 1]",0.0
794,"[2, 3, 7, 6]",0.0
795,"[4, 3, 0, 1]",1.0
796,"[0, 0, 0, 0]",0.0
797,"[3, 2, 3, 2]",1.0
798,"[3, 3, 1, 2]",1.0
799,"[2, 1, 1, 1]",0.0
800,"[1, 3, 1, 1]",1.0
801,"[1, 2, 1, 1]",0.0
802,"[5, 0, 0, 4]",0.0
803,"[3, 3, 2, 1]",1.0
804,"[2, 1, 3, 1]",1.0
805,"[0, 0, 0, 0]",0.0
806,"[2, 3, 2, 1]",1.0
807,"[0, 0, 0, 1]",0.0
808,"[3, 1, 1, 2]",0.0
809,"[0, 0, 0, 0]",0.0
810,"[8, 0, 4, 2]",0.0
811,"[4, 2, 3, 3]",0.0
812,"[5, 2, 4, 1]",1.0
813,"[5, 4, 3, 1]",1.0
814,"[1, 1, 0, 1]",0.0
815,"[6, 2, 1, 2]",0.0
816,"[4, 2, 2, 1]",1.0
817,"[1, 2, 1, 2]",0.0
818,"[1, 0, 0, 2]",0.0
819,"[0, 0, 0, 0]",0.0
820,"[4, 4, 3, 1]",0.0
821,"[5, 2, 4, 1]",1.0
822,"[2, 3, 1, 1]",1.0
823,"[4, 1, 0, 1]",0.0
824,"[4, 3, 3, 1]",1.0
825,"[5, 2, 1, 2]",0.0
826,"[0, 1, 0, 1]",0.0
827,"[3, 2, 3, 1]",1.0
828,"[7, 0, 5, 2]",0.0
829,"[5, 3, 3, 1]",1.0
830,"[6, 2, 5, 1]",1.0
831,"[6, 0, 7, 3]",0.0
832,"[4, 2, 2, 1]",1.0
833,"[3, 3, 3, 1]",1.0
834,"[1, 0, 0, 1]",0.0
835,"[2, 2, 1, 1]",1.0
836,"[5, 3, 3, 1]",1.0
837,"[7, 3, 5, 1]",1.0
838,"[3, 1, 2, 2]",0.0
839,"[0, 0, 0, 0]",0.0
840,"[2, 3, 3, 1]",1.0
841,"[0, 2, 0, 1]",0.0
842,"[2, 4, 3, 1]",1.0
843,"[3, 2, 3, 1]",1.0
844,"[6, 3, 3, 11]",0.0
845,"[2, 4, 4, 1]",1.0
846,"[1, 0, 0, 1]",0.0
847,"[4, 2, 5, 1]",1.0
848,"[0, 0, 2, 1]",0.0
849,"[1, 1, 3, 1]",1.0
850,"[5, 3, 2, 2]",1.0
851,"[2, 0, 2, 4]",0.0
852,"[0, 0, 0, 3]",0.0
853,"[3, 2, 3, 1]",1.0
854,"[0, 1, 0, 1]",0.0
855,"[9, 1, 2, 2]",0.0
856,"[0, 3, 3, 1]",1.0
857,"[1, 0, 0, 1]",0.0
858,"[2, 0, 2, 7]",0.0
859,"[4, 3, 3, 1]",0.0
860,"[2, 4, 3, 1]",1.0
861,"[1, 3, 2, 1]",1.0
862,"[0, 0, 0, 0]",0.0
863,"[5, 3, 3, 1]",1.0
864,"[1, 1, 3, 2]",0.0
865,"[6, 3, 1, 1]",1.0
866,"[0, 0, 0, 0]",0.0
867,"[1, 4, 4, 1]",1.0
868,"[3, 1, 3, 2]",0.0
869,"[2, 3, 3, 1]",1.0
870,"[2, 0, 1, 1]",0.0
871,"[1, 3, 4, 1]",1.0
872,"[1, 3, 3, 2]",1.0
873,"[0, 0, 0, 0]",0.0
874,"[2, 2, 4, 1]",1.0
875,"[5, 2, 4, 1]",1.0
876,"[6, 3, 3, 1]",1.0
877,"[6, 1, 1, 3]",0.0
878,"[2, 4, 4, 1]",1.0
879,"[3, 4, 3, 2]",1.0
880,"[7, 1, 0, 2]",0.0
881,"[2, 1, 1, 2]",0.0
882,"[3, 0, 1, 2]",0.0
883,"[2, 4, 4, 1]",1.0
884,"[3, 0, 4, 2]",0.0
885,"[9, 3, 3, 1]",1.0
886,"[1, 1, 0, 1]",0.0
887,"[7, 3, 3, 1]",1.0
888,"[4, 1, 1, 2]",0.0
889,"[4, 3, 6, 1]",1.0
890,"[3, 3, 4, 2]",1.0
891,"[1, 3, 2, 1]",1.0
892,"[5, 3, 2, 1]",1.0
893,"[12, 1, 5, 2]",0.0
894,"[5, 4, 3, 1]",1.0
895,"[2, 0, 1, 3]",0.0
896,"[5, 3, 5, 0]",1.0
897,"[5, 1, 0, 1]",0.0
898,"[0, 1, 0, 1]",0.0
899,"[4, 4, 2, 1]",1.0
900,"[1, 0, 1, 3]",0.0
901,"[5, 4, 5, 1]",1.0
902,"[3, 0, 0, 3]",0.0
903,"[0, 0, 0, 0]",0.0
904,"[3, 2, 2, 1]",1.0
905,"[3, 0, 0, 1]",0.0
906,"[0, 0, 0, 0]",0.0
907,"[4, 3, 3, 1]",1.0
908,"[7, 2, 4, 1]",1.0
909,"[4, 0, 1, 5]",0.0
910,"[0, 0, 0, 1]",0.0
911,"[9, 3, 3, 1]",1.0
912,"[11, 3, 5, 2]",0.0
913,"[0, 0, 0, 0]",0.0
914,"[4, 1, 3, 1]",1.0
915,"[3, 1, 0, 4]",0.0
916,"[3, 3, 3, 1]",1.0
917,"[3, 1, 2, 2]",0.0
918,"[6, 3, 1, 1]",1.0
919,"[6, 4, 4, 1]",1.0
920,"[2, 0, 0, 4]",0.0
921,"[2, 0, 0, 1]",0.0
922,"[2, 0, 0, 1]",0.0
923,"[1, 0, 0, 1]",0.0
924,"[3, 4, 4, 1]",1.0
925,"[2, 3, 3, 1]",1.0
926,"[1, 0, 0, 2]",0.0
927,"[8, 2, 6, 13]",0.0
928,"[7, 3, 1, 2]",1.0
929,"[8, 3, 3, 2]",0.0
930,"[3, 0, 0, 2]",0.0
931,"[2, 2, 4, 1]",1.0
932,"[4, 3, 1, 2]",1.0
933,"[2, 0, 0, 2]",0.0
934,"[3, 4, 3, 1]",1.0
935,"[3, 1, 5, 2]",0.0
936,"[6, 2, 3, 1]",1.0
937,"[7, 1, 2, 1]",0.0
938,"[5, 2, 2, 1]",1.0
939,"[2, 0, 0, 1]",0.0
940,"[7, 3, 1, 1]",1.0
941,"[2, 1, 0, 1]",0.0
942,"[3, 0, 0, 1]",0.0
943,"[2, 4, 2, 1]",1.0
944,"[2, 3, 4, 1]",1.0
945,"[1, 0, 2, 3]",0.0
946,"[3, 3, 2, 3]",1.0
947,"[1, 3, 3, 1]",1.0
948,"[5, 1, 1, 5]",0.0
949,"[1, 3, 3, 1]",1.0
950,"[2, 0, 3, 1]",0.0
951,"[5, 1, 2, 3]",0.0
952,"[4, 2, 2, 1]",0.0
953,"[2, 3, 4, 1]",1.0
954,"[3, 3, 3, 1]",1.0
955,"[8, 4, 2, 1]",1.0
956,"[5, 2, 3, 1]",1.0
957,"[2, 0, 2, 2]",0.0
958,"[2, 0, 2, 3]",0.0
959,"[3, 3, 3, 1]",1.0
960,"[1, 2, 0, 1]",0.0
961,"[4, 1, 0, 4]",0.0
962,"[0, 0, 0, 0]",0.0
963,"[0, 1, 0, 1]",0.0
964,"[7, 3, 2, 1]",1.0
965,"[3, 2, 2, 2]",1.0
966,"[3, 3, 1, 1]",1.0
967,"[2, 0, 1, 3]",0.0
968,"[5, 3, 2, 2]",1.0
969,"[2, 0, 0, 2]",0.0
970,"[0, 0, 0, 1]",0.0
971,"[2, 3, 6, 1]",1.0
972,"[0, 0, 0, 0]",0.0
973,"[5, 2, 3, 1]",1.0
974,"[2, 1, 2, 1]",1.0
975,"[2, 3, 2, 1]",1.0
976,"[1, 4, 1, 2]",0.0
977,"[5, 2, 4, 1]",1.0
978,"[2, 1, 1, 1]",0.0
979,"[0, 0, 3, 1]",0.0
980,"[6, 2, 4, 1]",1.0
981,"[2, 1, 0, 6]",0.0
982,"[5, 1, 1, 1]",0.0
983,"[1, 0, 0, 3]",0.0
984,"[4, 0, 2, 2]",0.0
985,"[4, 1, 0, 7]",0.0
986,"[1, 3, 3, 1]",1.0
987,"[6, 3, 3, 1]",1.0
988,"[0, 0, 0, 0]",0.0
989,"[4, 3, 2, 1]",1.0
990,"[3, 2, 4, 1]",1.0
991,"[2, 4, 4, 1]",1.0
992,"[4, 3, 3, 1]",1.0
993,"[2, 1, 2, 3]",0.0
994,"[1, 3, 3, 1]",1.0
995,"[0, 0, 1, 3]",0.0
996,"[3, 2, 3, 1]",0.0
997,"[7, 0, 0, 9]",0.0
998,"[4, 2, 2, 1]",1.0
999,"[6, 3, 3, 2]",0.0
1000,"[3, 2, 2, 1]",1.0
1001,"[1, 2, 3, 1]",0.0
1002,"[0, 0, 0, 0]",0.0
1003,"[0, 0, 0, 0]",0.0
1004,"[5, 1, 6, 9]",0.0
1005,"[5, 3, 3, 1]",1.0
1006,"[2, 0, 1, 2]",0.0
1007,"[2, 3, 2, 1]",1.0
1008,"[9, 3, 3, 1]",1.0
1009,"[5, 0, 3, 10]",0.0
1010,"[4, 1, 3, 2]",0.0
1011,"[2, 3, 4, 1]",1.0
1012,"[5, 2, 6, 3]",1.0
1013,"[2, 3, 3, 1]",1.0
1014,"[0, 0, 3, 2]",0.0
1015,"[4, 0, 2, 2]",0.0
1016,"[8, 0, 1, 11]",0.0
1017,"[3, 3, 3, 1]",1.0
1018,"[2, 0, 1, 1]",0.0
1019,"[2, 3, 1, 1]",1.0
1020,"[3, 3, 4, 1]",1.0
1021,"[2, 1, 2, 1]",0.0
1022,"[6, 4, 3, 1]",1.0
1023,"[3, 0, 2, 2]",0.0
1024,"[1, 0, 0, 1]",0.0
1025,"[2, 3, 4, 0]",1.0
1026,"[5, 3, 2, 1]",0.0
1027,"[2, 2, 1, 1]",1.0
1028,"[1, 0, 0, 1]",0.0
1029,"[8, 2, 4, 1]",1.0
1030,"[4, 0, 5, 14]",0.0
1031,"[8, 3, 3, 1]",1.0
1032,"[6, 3, 3, 3]",1.0
1033,"[3, 3, 3, 1]",1.0
1034,"[1, 1, 0, 2]",0.0
1035,"[10, 0, 0, 10]",0.0
1036,"[0, 0, 0, 0]",0.0
1037,"[2, 0, 0, 1]",0.0
1038,"[4, 2, 3, 1]",1.0
1039,"[4, 3, 1, 1]",1.0
1040,"[2, 3, 2, 2]",0.0
1041,"[0, 0, 0, 0]",0.0
1042,"[7, 1, 4, 2]",1.0
1043,"[2, 0, 5, 4]",0.0
1044,"[6, 2, 3, 1]",1.0
1045,"[3, 2, 6, 2]",1.0
1046,"[6, 3, 4, 3]",1.0
1047,"[5, 1, 0, 2]",0.0
1048,"[6, 3, 3, 1]",1.0
1049,"[0, 0, 0, 0]",0.0
1050,"[4, 4, 3, 1]",1.0
1051,"[0, 0, 0, 0]",0.0
1052,"[5, 2, 5, 1]",1.0
1053,"[2, 0, 0, 1]",0.0
1054,"[2, 4, 1, 1]",1.0
1055,"[1, 0, 2, 2]",0.0
1056,"[4, 3, 2, 1]",1.0
1057,"[0, 1, 0, 1]",0.0
1058,"[2, 2, 2, 1]",1.0
1059,"[0, 1, 2, 2]",0.0
1060,"[4, 3, 4, 2]",1.0
1061,"[6, 3, 2, 1]",1.0
1062,"[4, 2, 3, 1]",1.0
1063,"[0, 1, 0, 1]",0.0
1064,"[0, 0, 0, 0]",0.0
1065,"[1, 1, 2, 1]",0.0
1066,"[0, 1, 0, 1]",0.0
1067,"[0, 0, 0, 0]",0.0
1068,"[0, 1, 0, 1]",0.0
1069,"[5, 4, 4, 1]",1.0
1070,"[0, 0, 1, 2]",0.0
1071,"[2, 2, 0, 1]",0.0
1072,"[4, 2, 3, 1]",1.0
1073,"[1, 0, 0, 4]",0.0
1074,"[6, 1, 4, 1]",1.0
1075,"[6, 3, 3, 1]",1.0
1076,"[0, 0, 0, 0]",0.0
1077,"[0, 0, 0, 0]",0.0
1078,"[1, 0, 2, 2]",0.0
1079,"[3, 3, 4, 1]",1.0
1080,"[1, 2, 2, 1]",0.0
1081,"[5, 1, 0, 6]",0.0
1082,"[0, 0, 0, 0]",0.0
1083,"[2, 3, 4, 1]",1.0
1084,"[0, 0, 0, 1]",0.0
1085,"[0, 3, 1, 3]",0.0
1086,"[6, 3, 5, 2]",1.0
1087,"[4, 3, 3, 1]",1.0
1088,"[2, 3, 3, 1]",1.0
1089,"[0, 0, 0, 0]",0.0
1090,"[4, 1, 4, 2]",1.0
1091,"[1, 1, 4, 5]",0.0
1092,"[2, 2, 4, 1]",1.0
1093,"[0, 0, 0, 0]",0.0
1094,"[3, 3, 4, 2]",1.0
1095,"[0, 0, 0, 1]",0.0
1096,"[3, 2, 0, 4]",0.0
1097,"[2, 3, 4, 1]",0.0
1098,"[1, 3, 3, 1]",1.0
1099,"[2, 0, 2, 1]",0.0
1100,"[3, 4, 3, 3]",1.0
1101,"[1, 0, 0, 2]",0.0
1102,"[3, 4, 3, 1]",1.0
1103,"[1, 4, 1, 2]",0.0
1104,"[4, 0, 0, 1]",0.0
1105,"[5, 1, 0, 1]",0.0
1106,"[3, 0, 3, 2]",0.0
1107,"[2, 3, 4, 1]",1.0
1108,"[0, 1, 2, 1]",0.0
1109,"[0, 1, 2, 1]",0.0
1110,"[2, 0, 0, 1]",0.0
1111,"[6, 4, 7, 6]",0.0
1112,"[3, 0, 0, 3]",0.0
1113,"[2, 4, 4, 1]",1.0
1114,"[0, 0, 0, 0]",0.0
1115,"[3, 4, 3, 1]",1.0
1116,"[9, 0, 3, 2]",0.0
1117,"[1, 4, 3, 1]",1.0
1118,"[0, 0, 0, 0]",0.0
1119,"[2, 3, 1, 2]",1.0
1120,"[2, 0, 0, 1]",0.0
1121,"[3, 0, 2, 3]",0.0
1122,"[0, 0, 0, 0]",0.0
1123,"[3, 4, 2, 3]",0.0
1124,"[2, 0, 0, 1]",0.0
1125,"[2, 3, 5, 1]",1.0
1126,"[0, 0, 0, 0]",0.0
1127,"[3, 3, 2, 1]",1.0
1128,"[5, 4, 2, 1]",1.0
1129,"[1, 1, 3, 1]",0.0
1130,"[1, 3, 1, 1]",1.0
1131,"[1, 1, 0, 1]",0.0
1132,"[2, 4, 2, 1]",1.0
1133,"[6, 1, 4, 3]",0.0
1134,"[2, 2, 5, 1]",1.0
1135,"[0, 0, 0, 1]",0.0
1136,"[6, 4, 3, 1]",1.0
1137,"[3, 3, 2, 2]",1.0
1138,"[0, 0, 0, 1]",0.0
1139,"[3, 3, 3, 1]",1.0
1140,"[8, 0, 3, 3]",0.0
1141,"[1, 3, 2, 1]",1.0
1142,"[0, 0, 0, 1]",0.0
1143,"[4, 3, 5, 1]",1.0
1144,"[3, 3, 3, 1]",1.0
1145,"[1, 0, 0, 1]",0.0
1146,"[2, 2, 3, 1]",1.0
1147,"[2, 0, 1, 3]",0.0
1148,"[2, 0, 0, 2]",0.0
1149,"[0, 0, 0, 0]",0.0
1150,"[0, 3, 1, 3]",0.0
1151,"[1, 4, 2, 2]",1.0
1152,"[3, 3, 4, 1]",1.0
1153,"[3, 3, 4, 2]",0.0
1154,"[7, 3, 4, 1]",1.0
1155,"[2, 3, 4, 1]",1.0
1156,"[1, 3, 2, 1]",1.0
1157,"[0, 0, 0, 0]",0.0
1158,"[4, 3, 3, 1]",1.0
1159,"[1, 0, 0, 1]",0.0
1160,"[0, 0, 0, 0]",0.0
1161,"[0, 0, 0, 0]",0.0
1162,"[4, 3, 3, 1]",1.0
1163,"[2, 3, 2, 1]",1.0
1164,"[1, 0, 0, 1]",0.0
1165,"[4, 4, 2, 1]",1.0
1166,"[2, 4, 2, 1]",1.0
1167,"[6, 3, 2, 1]",1.0
1168,"[4, 3, 4, 1]",1.0
1169,"[2, 3, 3, 2]",1.0
1170,"[3, 0, 0, 2]",0.0
1171,"[2, 3, 3, 1]",1.0
1172,"[4, 1, 1, 1]",0.0
1173,"[3, 2, 2, 1]",1.0
1174,"[0, 0, 0, 0]",0.0
1175,"[3, 3, 3, 1]",1.0
1176,"[1, 1, 1, 2]",0.0
1177,"[4, 3, 4, 1]",1.0
1178,"[0, 0, 0, 2]",0.0
1179,"[6, 2, 2, 1]",1.0
1180,"[1, 2, 4, 1]",1.0
1181,"[1, 2, 3, 2]",0.0
1182,"[5, 1, 5, 2]",0.0
1183,"[1, 3, 2, 1]",1.0
1184,"[2, 0, 0, 4]",0.0
1185,"[2, 2, 5, 2]",0.0
1186,"[3, 3, 4, 1]",1.0
1187,"[5, 3, 3, 1]",1.0
1188,"[3, 2, 2, 1]",1.0
1189,"[0, 0, 0, 1]",0.0
1190,"[5, 4, 3, 2]",1.0
1191,"[4, 0, 0, 1]",0.0
1192,"[5, 3, 3, 1]",1.0
1193,"[6, 2, 2, 2]",0.0
1194,"[0, 0, 0, 0]",0.0
1195,"[1, 4, 3, 1]",1.0
1196,"[3, 1, 1, 6]",0.0
1197,"[2, 3, 4, 1]",1.0
1198,"[3, 2, 2, 1]",0.0
1199,"[6, 4, 6, 1]",1.0
1200,"[2, 0, 3, 1]",0.0
1201,"[1, 0, 0, 2]",0.0
1202,"[3, 1, 2, 1]",1.0
1203,"[4, 3, 2, 1]",1.0
1204,"[3, 3, 5, 1]",1.0
1205,"[2, 1, 2, 2]",0.0
1206,"[7, 3, 2, 1]",1.0
1207,"[2, 0, 2, 1]",0.0
1208,"[0, 0, 0, 0]",0.0
1209,"[3, 4, 1, 1]",1.0
1210,"[5, 4, 4, 2]",1.0
1211,"[3, 3, 3, 1]",1.0
1212,"[3, 3, 2, 1]",1.0
1213,"[0, 0, 0, 0]",0.0
1214,"[2, 3, 3, 1]",1.0
1215,"[6, 0, 1, 7]",0.0
1216,"[0, 0, 0, 0]",0.0
1217,"[0, 1, 0, 1]",0.0
1218,"[2, 1, 3, 1]",0.0
1219,"[0, 0, 0, 0]",0.0
1220,"[0, 0, 0, 0]",0.0
1221,"[10, 1, 3, 4]",0.0
1222,"[6, 3, 3, 1]",1.0
1223,"[1, 0, 0, 3]",0.0
1224,"[5, 3, 3, 1]",1.0
1225,"[0, 0, 0, 0]",0.0
1226,"[1, 3, 1, 1]",1.0
1227,"[0, 0, 0, 0]",0.0
1228,"[6, 4, 3, 1]",1.0
1229,"[3, 0, 0, 2]",0.0
1230,"[2, 2, 2, 1]",1.0
1231,"[8, 4, 3, 2]",1.0
1232,"[0, 0, 0, 0]",0.0
1233,"[4, 2, 2, 11]",0.0
1234,"[2, 2, 0, 1]",1.0
1235,"[2, 4, 4, 1]",1.0
1236,"[6, 1, 9, 3]",0.0
1237,"[3, 4, 4, 1]",1.0
1238,"[2, 0, 0, 4]",0.0
1239,"[1, 1, 0, 1]",0.0
1240,"[1, 1, 0, 1]",0.0
1241,"[0, 0, 0, 0]",0.0
1242,"[2, 2, 3, 1]",1.0
1243,"[3, 6, 0, 2]",0.0
1244,"[3, 1, 1, 1]",0.0
1245,"[1, 3, 5, 3]",0.0
1246,"[5, 3, 4, 1]",1.0
1247,"[4, 3, 5, 1]",1.0
1248,"[2, 3, 3, 2]",1.0
1249,"[1, 0, 0, 3]",0.0
1250,"[6, 3, 3, 1]",1.0
1251,"[5, 4, 3, 1]",1.0
1252,"[1, 3, 3, 1]",1.0
1253,"[8, 3, 4, 2]",0.0
1254,"[2, 2, 0, 2]",0.0
1255,"[6, 3, 4, 1]",1.0
1256,"[3, 3, 2, 1]",1.0
1257,"[1, 4, 5, 1]",1.0
1258,"[4, 3, 2, 2]",1.0
1259,"[2, 3, 1, 2]",0.0
1260,"[4, 1, 1, 3]",0.0
1261,"[3, 3, 3, 1]",1.0
1262,"[1, 0, 0, 2]",0.0
1263,"[1, 0, 0, 2]",0.0
1264,"[2, 0, 0, 2]",0.0
1265,"[0, 0, 0, 0]",0.0
1266,"[2, 3, 4, 1]",1.0
1267,"[2, 1, 2, 1]",0.0
1268,"[1, 0, 2, 1]",0.0
1269,"[0, 0, 0, 0]",0.0
1270,"[2, 2, 3, 1]",1.0
1271,"[0, 0, 0, 0]",0.0
1272,"[4, 3, 3, 1]",1.0
1273,"[5, 0, 4, 2]",0.0
1274,"[3, 4, 0, 2]",0.0
1275,"[4, 2, 4, 1]",1.0
1276,"[0, 2, 0, 2]",0.0
1277,"[0, 2, 0, 1]",0.0
1278,"[5, 3, 3, 1]",1.0
1279,"[6, 3, 4, 1]",1.0
1280,"[1, 0, 0, 2]",0.0
1281,"[0, 0, 0, 0]",0.0
1282,"[0, 0, 0, 0]",0.0
1283,"[4, 3, 3, 3]",1.0
1284,"[11, 1, 0, 7]",0.0
1285,"[2, 3, 2, 1]",1.0
1286,"[4, 0, 0, 3]",0.0
1287,"[4, 0, 2, 9]",0.0
1288,"[4, 4, 3, 1]",1.0
1289,"[2, 2, 1, 1]",1.0
1290,"[1, 0, 1, 4]",0.0
1291,"[1, 2, 0, 1]",0.0
1292,"[6, 3, 4, 1]",1.0
1293,"[2, 4, 2, 1]",1.0
1294,"[2, 3, 4, 1]",1.0
1295,"[6, 2, 5, 2]",0.0
1296,"[11, 1, 5, 10]",0.0
1297,"[1, 2, 0, 1]",0.0
1298,"[1, 2, 1, 1]",0.0
1299,"[2, 1, 5, 1]",1.0
1300,"[6, 0, 2, 2]",0.0
1301,"[3, 0, 2, 10]",0.0
1302,"[4, 1, 6, 1]",1.0
1303,"[0, 0, 1, 3]",0.0
1304,"[4, 2, 4, 1]",1.0
1305,"[3, 1, 2, 2]",0.0
1306,"[5, 3, 3, 1]",1.0
1307,"[1, 0, 0, 1]",0.0
1308,"[3, 4, 4, 1]",1.0
1309,"[2, 0, 2, 1]",0.0
1310,"[0, 0, 0, 0]",0.0
1311,"[2, 2, 2, 1]",1.0
1312,"[5, 2, 6, 3]",0.0
1313,"[2, 1, 4, 2]",0.0
1314,"[3, 4, 5, 1]",1.0
1315,"[5, 2, 1, 1]",0.0
1316,"[0, 0, 0, 0]",0.0
1317,"[4, 3, 5, 1]",1.0
1318,"[3, 3, 6, 1]",1.0
1319,"[0, 1, 1, 1]",0.0
1320,"[4, 3, 3, 1]",1.0
1321,"[1, 2, 0, 1]",0.0
1322,"[0, 1, 1, 1]",0.0
1323,"[6, 4, 3, 1]",1.0
1324,"[2, 2, 4, 2]",0.0
1325,"[2, 0, 0, 2]",0.0
1326,"[8, 1, 5, 2]",0.0
1327,"[3, 0, 1, 9]",0.0
1328,"[3, 2, 2, 2]",1.0
1329,"[5, 0, 4, 1]",0.0
1330,"[2, 1, 0, 1]",0.0
1331,"[7, 2, 5, 1]",1.0
1332,"[4, 2, 2, 1]",1.0
1333,"[0, 0, 0, 0]",0.0
1334,"[3, 2, 0, 1]",0.0
1335,"[3, 3, 3, 1]",1.0
1336,"[2, 0, 0, 4]",0.0
1337,"[4, 2, 6, 1]",1.0
1338,"[0, 0, 0, 1]",0.0
1339,"[3, 3, 3, 1]",1.0
1340,"[0, 0, 0, 0]",0.0
1341,"[0, 0, 0, 2]",0.0
1342,"[8, 4, 2, 1]",1.0
1343,"[4, 4, 1, 2]",1.0
1344,"[3, 1, 0, 1]",0.0
1345,"[1, 1, 0, 2]",0.0
1346,"[2, 3, 5, 1]",1.0
1347,"[8, 1, 0, 2]",0.0
1348,"[2, 1, 3, 2]",0.0
1349,"[1, 0, 2, 2]",0.0
1350,"[3, 2, 2, 2]",0.0
1351,"[0, 0, 0, 0]",0.0
1352,"[1, 0, 0, 1]",0.0
1353,"[0, 1, 0, 1]",0.0
1354,"[2, 3, 4, 1]",1.0
1355,"[3, 1, 10, 2]",0.0
1356,"[1, 3, 5, 1]",1.0
1357,"[0, 0, 0, 0]",0.0
1358,"[0, 0, 0, 0]",0.0
1359,"[4, 3, 2, 1]",1.0
1360,"[0, 0, 0, 0]",0.0
1361,"[4, 2, 3, 1]",1.0
1362,"[4, 0, 4, 2]",0.0
1363,"[3, 4, 3, 1]",1.0
1364,"[2, 0, 1, 3]",0.0
1365,"[1, 2, 2, 2]",0.0
1366,"[3, 11, 6, 12]",0.0
1367,"[2, 0, 0, 2]",0.0
1368,"[1, 4, 3, 1]",1.0
1369,"[2, 0, 0, 1]",0.0
1370,"[3, 4, 4, 1]",1.0
1371,"[3, 4, 2, 3]",0.0
1372,"[0, 0, 0, 0]",0.0
1373,"[4, 4, 5, 1]",1.0
1374,"[1, 1, 0, 1]",0.0
1375,"[3, 2, 5, 1]",1.0
1376,"[2, 0, 0, 3]",0.0
1377,"[3, 4, 4, 1]",1.0
